city,latitude,longitude
Lajosmizse,47.02133,19.56171
Lak,48.35,20.86667
Lakhegy,46.94644,16.83407
Lakitelek,46.87601,19.99504
Lakócsa,45.8966,17.69055
Lánycsók,46.00543,18.62526
Lápafő,46.51386,18.05982
Lapáncsa,45.81917,18.49778
Laskod,48.05838,22.04359
Lasztonya,46.55607,16.71628
Látrány,46.74695,17.74505
Lázi,47.46453,17.83462
Leányfalu,47.71778,19.08585
Leányvár,48.03333,20.75
Leányvár,46.38375,18.664
Leányvár,47.67775,18.77719
Leányvár,46.7419,18.87505
Lébény,47.73574,17.39076
Legénd,47.87977,19.31027
Legyesbénye,48.16667,21.15
Léh,48.29069,20.98069
Lénárddaróc,48.15,20.38333
Lendvadedes,46.58107,16.50956
Lendvajakabfa,46.67676,16.44318
Lengyel,46.37228,18.36829
Lengyeltóti,46.67013,17.64398
Lenti,46.62403,16.53863
Lepsény,46.99036,18.24357
Lesencefalu,46.84555,17.34736
Lesenceistvánd,46.8703,17.35874
Lesencetomaj,46.85949,17.36695
Létavértes,47.38333,21.9
Letenye,46.43301,16.72583
Letkés,47.8854,18.77423
Levél,47.8944,17.2039
Levelek,47.96282,21.98537
Libickozma,46.52203,17.53284
Lickóvadamos,46.74649,16.76961
Liget,47.41428,21.86293
Liget,48.51667,21.48333
Liget,46.23597,18.1921
Ligetfalva,46.82464,17.06068
Lipót,47.86192,17.46314
Lippó,45.86278,18.57
Liptód,46.04571,18.51625
Lispeszentadorján,46.53724,16.70272
Liszó,46.36635,17.00656
Litér,47.10104,18.00454
Litka,48.45,21.06667
Litke,48.21153,19.59743
Lócs,47.40404,16.81154
Lókút,47.20546,17.85622
Lónya,48.33115,22.26526
Lónya,47.76667,21.78333
Lórév,47.11378,18.90073
Lothárd,46.00158,18.35405
Lovas,46.99363,17.9574
Lovasberény,47.30997,18.55177
Lovászhetény,46.15593,18.47385
Lovászi,46.54615,16.56459
Lovászi,46.55,16.56667
Lovászpatona,47.43735,17.63101
Lőkösháza,46.43333,21.23333
Lőrinci,47.73295,19.67867
Lövő,47.50142,16.78628
Lövőpetri,48.18185,22.19724
Lucfalva,48.02991,19.6902
Ludányhalászi,48.1335,19.52202
Ludas,47.51667,20.36667
Ludas,47.73333,20.1
Ludas,46.53569,20.28351
Ludas,47.16667,20.75
Lukácsháza,47.3428,16.57384
Lulla,46.78787,18.02327
Lúzsok,45.83816,17.94377
Mád,48.19442,21.28208
Madaras,47.1,19.48333
Madaras,46.0587,19.26121
Madocsa,46.6879,18.95791
Maglóca,47.66192,17.27432
Maglód,47.44258,19.36438
Mágocs,46.34998,18.2324
Magosliget,48.05477,22.86342
Magy,47.94052,21.98313
Magyaralmás,47.29101,18.32648
Magyaratád,46.46833,17.901
Magyarbánhegyes,46.45,20.96667
Magyarbóly,45.84556,18.48726
Magyarcsanád,46.16667,20.61667
Magyardombegyház,46.38333,21.06667
Magyaregregy,46.25274,18.31191
Magyaregres,46.46064,17.77447
Magyarföld,46.77665,16.41714
Magyargéc,48.08295,19.60258
Magyargencs,47.37726,17.28855
Magyarhertelend,46.18945,18.14914
Magyarhomorog,47.01667,21.55
Magyarkeresztúr,47.52154,17.16606
Magyarkeszi,46.74783,18.23578
Magyarlak,46.95167,16.34766
Magyarlukafa,46.16895,17.75673
Magyarmecske,45.94463,17.96366
Magyarnádalja,47.00829,16.53497
Magyarnándor,47.96521,19.3378
Magyarpolány,47.1695,17.54618
Magyarsarlós,46.04201,18.35328
Magyarszecsőd,47.03453,16.64542
Magyarszék,46.19726,18.19726
Magyarszentmiklós,46.53848,16.93572
Magyarszerdahely,46.55597,16.93849
Magyarszombatfa,46.7603,16.34249
Magyartelek,45.94227,17.9847
Majosháza,47.2645,18.99832
Majs,45.90584,18.59752
Makád,47.09023,18.93007
Makkoshotyka,48.35711,21.51654
Maklár,47.8,20.41667
Makó,46.21667,20.48333
Malomsok,47.44951,17.39184
Mályi,48.01667,20.83333
Mályinka,48.15498,20.4956
Mánd,47.99796,22.60852
Mándok,48.32149,22.19107
Mánfa,46.16667,18.25
Mány,47.53352,18.65627
Maráza,46.07526,18.51334
Marcalgergelyi,47.31027,17.2706
Marcali,46.58498,17.41196
Marcaltő,47.43342,17.36813
Márfa,45.86,18.18528
Máriahalom,47.62776,18.70875
Máriakálnok,47.86107,17.32507
Máriakéménd,46.02703,18.46183
Márianosztra,47.86397,18.87245
Máriapócs,47.88303,22.02501
Markaz,47.81667,20.06667
Márkháza,48.01724,19.72648
Márkó,47.12127,17.81378
Markóc,45.86527,17.77064
Markotabödöge,47.68187,17.31009
Maróc,46.54796,16.66514
Marócsa,45.91413,17.81449
Márok,45.87424,18.50878
Márokföld,46.71649,16.44258
Márokpapi,48.14497,22.5139
Maroslele,46.26667,20.35
Mártély,46.4886,20.23202
Martfű,47.01667,20.28333
Martonfa,46.86478,16.76804
Martonfa,46.11632,18.3718
Martonvásár,47.31601,18.79045
Martonyi,48.46667,20.76667
Mátészalka,47.95528,22.32348
Mátételke,46.16167,19.28037
Mátraballa,47.98571,20.02286
Mátraderecske,47.95,20.08333
Mátramindszent,47.98563,19.94024
Mátranovák,48.03809,19.98257
Mátraszele,48.05485,19.89572
Mátraszentimre,47.90934,19.87819
Mátraszőlős,47.95867,19.68524
Mátraterenye,48.03267,19.94762
Mátraverebély,47.97421,19.78049
Mátyásdomb,46.92219,18.34781
Matty,45.79806,18.26611
Mátyus,48.28303,22.2783
Máza,46.26743,18.39725
Mecseknádasd,46.22468,18.47076
Mecsekpölöske,46.22211,18.21119
Mecsér,47.79561,17.47542
Medgyesbodzás,46.51667,20.96667
Medgyesegyháza,46.5,21.03333
Medina,46.47497,18.64336
Megyaszó,48.18333,21.05
Megyehíd,47.211,16.84093
Megyer,47.06007,17.19395
Meggyeskovácsi,47.16667,16.86667
Meggyeskovácsi,47.15,16.86187
Méhkerék,46.78333,21.45
Méhtelek,47.93333,22.85
Mekényes,46.39118,18.33342
Mélykút,46.21509,19.38102
Mencshely,46.94543,17.6996
Mende,47.43133,19.45628
Méra,48.35,21.15
Merenye,46.07029,17.69804
Mérges,47.60183,17.4433
Mérk,47.78824,22.38038
Mernye,46.50642,17.81879
Mersevát,47.28881,17.20443
Mesterháza,47.37321,16.86165
Mesteri,47.22398,17.08737
Mesterszállás,46.95,20.43333
Meszes,48.43333,20.8
Meszlen,47.33333,16.7
Mesztegnyő,46.49622,17.42415
Mezőberény,46.81667,21.03333
Mezőcsát,47.81667,20.91667
Mezőcsokonya,46.43345,17.64626
Meződ,46.29043,18.10256
Mezőfalva,46.93184,18.77177
Mezőgyán,46.86667,21.53333
Mezőhegyes,46.31667,20.81667
Mezőhék,47,20.4
Mezőkeresztes,47.83333,20.7
Mezőkomárom,46.82591,18.29347
Mezőkovácsháza,46.4,20.91667
Mezőkövesd,47.81667,20.58333
Mezőladány,48.27296,22.22242
Mezőlak,47.32968,17.37105
Mezőnagymihály,47.81667,20.73333
Mezőnyárád,47.86667,20.68333
Mezőörs,47.56892,17.88237
Mezőörs,47.58333,17.86667
Mezőpeterd,47.16667,21.61667
Mezősas,47.11667,21.56667
Mezőszemere,47.75,20.53333
Mezőszentgyörgy,46.99197,18.28205
Mezőszilas,46.81109,18.47789
Mezőtárkány,47.71667,20.48333
Mezőtúr,47,20.63333
Mezőzombor,48.15,21.26667
Miháld,46.44895,17.12141
Mihályfa,46.9799,17.18456
Mihálygerge,48.19657,19.63733
Mihályháza,46.77723,17.37269
Mihályháza,47.30795,17.33881
Mihályi,47.51384,17.09507
Mike,46.24311,17.53026
Mikebuda,47.15821,19.61609
Mikekarácsonyfa,46.66,16.7024
Mikepércs,47.45,21.63333
Miklósi,46.64662,17.99297
Mikófalva,48.05,20.31667
Mikóháza,48.46336,21.59354
Mikosszéplak,47.03279,16.97581
Milejszeg,46.78985,16.74172
Milota,48.10372,22.78438
Mindszent,46.52362,20.19038
Mindszent,47.70999,19.50306
Mindszentgodisa,46.22457,18.0623
Mindszentkálla,46.87343,17.55264
Misefa,46.80362,16.98428
Miske,46.44643,19.03308
Miskolc,48.10306,20.77806
Miszla,46.63204,18.48054
Mocsa,47.66999,18.18505
Mogyoród,47.59748,19.2407
Mogyorósbánya,47.72839,18.59739
Mogyoróska,48.38333,21.33333
Moha,47.24304,18.33494
Mohács,45.9902,18.68621
Mohora,47.99226,19.33573
Molnári,46.38517,16.83143
Molnaszecsőd,47.04531,16.67482
Molvány,46.03007,17.74444
Monaj,48.3,20.95
Monok,48.21102,21.15052
Monor,47.35133,19.44733
Monorierdő,47.31008,19.50316
Mónosbél,48.03402,20.33183
Monostorapáti,46.92388,17.55296
Monostorpályi,47.4,21.78333
Monoszló,46.90278,17.63941
Monyoród,46.01045,18.47639
Mór,47.37787,18.20353
Mórágy,46.21589,18.64319
Mórahalom,46.21806,19.8851
Móricgát,46.63235,19.67016
Mórichida,47.51326,17.41947
Mosdós,46.35379,17.98853
Mosonmagyaróvár,47.86789,17.26994
Mosonszentmiklós,47.72778,17.42784
Mosonszolnok,47.85146,17.17392
Mosonudvar,47.84393,17.22739
Mozsgó,46.11745,17.85031
Mőcsény,46.25852,18.59024
Mucsfa,46.35534,18.41961
Mucsi,46.43086,18.39105
Múcsony,48.26667,20.68333
Muhi,47.98333,20.93333
Murakeresztúr,46.36422,16.88177
Murarátka,46.45746,16.67351
Muraszemenye,46.46667,16.61667
Murga,46.46151,18.48742
Murga,46.46627,18.46362
Murony,46.76667,21.05
Nábrád,48.00565,22.44702
Nadap,47.25664,18.61519
Nádasd,46.96761,16.61141
Nádasdladány,47.13826,18.23972
Nádudvar,47.41667,21.16667
Nágocs,46.66254,17.96667
Nagyacsád,47.36533,17.37361
Nagyalásony,47.23006,17.35698
Nagyar,48.05596,22.55198
Nagyatád,46.22961,17.35788
Nagybajcs,47.76607,17.68858
Nagybajom,46.39232,17.51147
Nagybakónak,46.55376,17.04376
Nagybánhegyes,46.46667,20.9
Nagybaracska,46.04248,18.9059
Nagybarca,48.25,20.53333
Nagybárkány,47.99733,19.70124
Nagyberény,46.79813,18.16542
Nagyberki,46.35776,18.00743
Nagybörzsöny,47.93466,18.82381
Nagybudmér,45.93611,18.44556
Nagycenk,47.60435,16.69732
Nagycsány,45.87171,17.94431
Nagycsécs,47.96667,20.95
Nagycsepely,46.75118,17.83527
Nagycserkesz,47.96667,21.53333
Nagydém,47.43895,17.67307
Nagydobos,48.05759,22.30423
Nagydobsza,46.03333,17.66667
Nagydorog,46.62749,18.65565
Nagyecsed,47.86547,22.39159
Nagyér,46.36667,20.73333
Nagyér,47.51667,19.96667
Nagyesztergár,47.27632,17.9048
Nagyfüged,47.68333,20.11667
Nagygeresd,47.39478,16.93433
Nagygörbő,46.93119,17.1788
Nagygyimót,47.339,17.55183
Nagyhajmás,46.36667,18.3
Nagyhajmás,46.37536,18.2888
Nagyhalász,48.13266,21.76104
Nagyharsány,45.84739,18.39707
Nagyhegyes,47.51667,21.41667
Nagyhódos,47.96209,22.85038
Nagyhuta,48.43333,21.5
Nagyigmánd,47.64093,18.0813
Nagyiván,47.48333,20.93333
Nagykálló,47.87491,21.84082
Nagykamarás,46.46667,21.11667
Nagykanizsa,46.45347,16.99104
Nagykapornak,46.81995,16.99592
Nagykarácsony,46.87124,18.77239
Nagykáta,47.41514,19.7441
Nagykereki,47.18333,21.8
Nagykeresztúr,48.03333,19.73333
Nagykinizs,48.23333,21.03333
Nagykónyi,46.59066,18.2028
Nagykorpád,46.26238,17.45619
Nagykovácsi,47.65,19.01667
Nagykovácsi,47.57523,18.87337
Nagykozár,46.066,18.31991
Nagykökényes,47.73371,19.59867
Nagykölked,47.06743,16.55273
Nagykőrös,47.03419,19.77857
Nagykörű,47.26667,20.45
Nagykutas,46.9277,16.80573
Nagylak,46.17368,20.71147
Nagylengyel,46.78028,16.76403
Nagylóc,48.03419,19.57829
Nagylók,46.97627,18.64636
Nagylózs,47.56496,16.76823
Nagymágocs,46.58333,20.5
Nagymányok,46.27911,18.45489
Nagymaros,47.7928,18.95984
Nagymizdó,46.9913,16.6551
Nagynyárád,45.94428,18.57846
Nagyoroszi,48.00503,19.0905
Nagypáli,46.91104,16.84501
Nagypall,46.14431,18.45583
Nagypeterd,46.04647,17.89857
Nagypirit,47.19847,17.22515
Nagyrábé,47.2,21.33333
Nagyrada,46.61852,17.11839
Nagyrákos,46.83032,16.46112
Nagyrécse,46.48986,17.0524
Nagyréde,47.76543,19.84819
Nagyrév,46.94581,20.14322
Nagyrév,46.55,20.11667
Nagyrozvágy,48.34184,21.92069
Nagysáp,47.6851,18.59842
Nagysimonyi,47.26301,17.06387
Nagyszakácsi,46.48717,17.32081
Nagyszékely,46.6486,18.53151
Nagyszekeres,47.96406,22.60786
Nagyszénás,46.68333,20.66667
Nagyszentjános,47.71035,17.86963
Nagyszokoly,46.72235,18.20825
Nagytálya,47.81667,20.41667
Nagytarcsa,47.53128,19.28343
Nagytevel,47.29242,17.57151
Nagytilaj,46.97333,16.96528
Nagytótfalu,45.86389,18.34528
Nagytőke,46.75721,20.28763
Nagyút,47.71667,20.16667
Nagyvarsány,48.16186,22.28343
Nagyváty,46.06114,17.93284
Nagyvázsony,46.98301,17.69625
Nagyvejke,46.37536,18.44484
Nagyveleg,47.35976,18.10959
Nagyvenyim,46.95764,18.86353
Nagyvisnyó,48.13333,20.43333
Nak,46.48115,18.05162
Napkor,47.93797,21.86763
Nárai,47.1924,16.55502
Narda,47.23904,16.46078
Naszály,47.70329,18.25751
Naszály,47.83333,19.15
Négyes,47.7,20.71667
Nekézseny,48.16667,20.43333
Nemesapáti,46.86867,16.95048
Nemesbikk,47.88333,20.96667
Nemesborzova,47.99304,22.63233
Nemesbőd,47.2695,16.73333
Nemesbük,46.81667,17.15
Nemescsó,47.35,16.61667
Nemesdéd,46.4331,17.24745
Nemesgörzsöny,47.3979,17.36283
Nemesgulács,46.83485,17.48307
Nemeshany,47.06983,17.36481
Nemeshetés,46.80129,16.91248
Nemeske,46.02013,17.71296
Nemeskér,47.48333,16.80556
Nemeskeresztúr,47.09362,17.19034
Nemeskisfalud,46.44059,17.36667
Nemeskocs,47.2012,17.18715
Nemeskolta,47.14236,16.76678
Nemesládony,47.40022,16.8854
Nemesmedves,46.9973,16.40114
Nemesnádudvar,46.34051,19.05115
Nemesnép,46.70065,16.45684
Nemespátró,46.32728,17.00386
Nemesrádó,46.77868,16.99408
Nemesrempehollós,47.09468,16.68017
Nemessándorháza,46.78428,16.94823
Nemesvámos,47.05514,17.87477
Nemesvid,46.49719,17.25652
Nemesvita,46.82484,17.36683
Nemesszalók,47.27529,17.29963
Nemesszentandrás,46.77796,16.95302
Németbánya,47.21763,17.65225
Németfalu,46.81618,16.68569
Németkér,46.71637,18.76311
Nemti,48.00791,19.89819
Neszmély,47.73585,18.35966
Nézsa,47.84428,19.30298
Nick,47.40256,17.01959
Nikla,46.58086,17.51362
Nógrád,47.90852,19.04806
Nógrádkövesd,47.87428,19.37401
Nógrádmarcal,48.02715,19.38591
Nógrádmegyer,48.06829,19.62486
Nógrádmegyer,48.06667,19.63333
Nógrádsáp,47.83887,19.35504
Nógrádsipek,48.00782,19.50333
Nógrádszakál,48.18286,19.52591
Nóráp,47.27306,17.45671
Noszlop,46.36541,18.55476
Noszlop,47.18213,17.45882
Noszvaj,47.93333,20.48333
Nova,46.68507,16.67651
Novaj,47.85,20.48333
Novajidrány,48.4,21.18333
Nőtincs,47.88535,19.14426
Nyalka,47.54357,17.80832
Nyárád,47.28708,17.36447
Nyáregyháza,47.26175,19.50146
Nyárlőrinc,46.86017,19.87836
Nyársapát,47.094,19.80628
Nyékládháza,47.98333,20.83333
Nyergesújfalu,47.76027,18.55694
Nyésta,48.36667,20.95
Nyim,46.80405,18.10904
Nyírábrány,47.55311,22.02401
Nyíracsád,47.6033,21.97208
Nyirád,47.00425,17.45174
Nyíradony,47.69746,21.91878
Nyírbátor,47.83333,22.13333
Nyírbéltek,47.7,22.13333
Nyírbogát,47.8034,22.06561
Nyírbogdány,48.05723,21.88242
Nyírcsaholy,47.90383,22.3363
Nyírcsászári,47.86568,22.1754
Nyírderzs,47.89895,22.16099
Nyíregyháza,47.95539,21.71671
Nyírgelse,47.76345,21.9813
Nyírgyulaj,47.88622,22.09781
Nyíri,48.5,21.45
Nyíribrony,48.01877,21.96099
Nyírjákó,48.03029,22.07568
Nyírkarász,48.09477,22.10463
Nyírkáta,47.86807,22.25435
Nyírkércs,48.01853,22.04637
Nyírlövő,48.2,22.17908
Nyírlugos,47.69315,22.04476
Nyírmada,48.06667,22.2
Nyírmártonfalva,47.58333,21.9
Nyírmeggyes,47.91667,22.26667
Nyírmihálydi,47.73976,21.96445
Nyírparasznya,48.02688,22.27666
Nyírpazony,47.98333,21.8
Nyírpilis,47.78298,22.1822
Nyírtass,48.11667,22.03333
Nyírtelek,48.01667,21.63333
Nyírtét,48.00605,21.92757
Nyírtura,48.01419,21.83467
Nyírvasvári,47.81667,22.18683
Nyomár,48.2755,20.82025
Nyőgér,47.1805,16.93715
Nyugotszenterzsébet,46.07673,17.91122
Nyúl,47.59047,17.68904
Óbánya,46.22104,18.41029
Óbarok,47.4923,18.56784
Óbudavár,46.93812,17.69059
Ócsa,47.53333,21.9
Ócsa,47.29986,19.23057
Ócsárd,45.93417,18.15194
Ófalu,46.22076,18.53239
Ófehértó,47.93333,22.05
Óföldeák,46.3,20.45
Óhíd,46.96238,17.17088
Okány,46.9,21.35
Okorág,45.92593,17.87512
Okorvölgy,46.15237,18.05889
Olasz,46.00962,18.4144
Olaszfa,47.01372,16.8829
Olaszfalu,47.24405,17.90531
Olaszliszka,48.25,21.43333
Olcsva,48.0898,22.33403
Olcsvaapáti,48.08849,22.351
Old,45.78894,18.35233
Ólmod,47.41438,16.58961
Oltárc,46.53291,16.83754
Onga,48.11667,20.91667
Ónod,48,20.91667
Ópályi,47.99771,22.32617
Ópusztaszer,46.48592,20.08722
Orbányosfa,46.8533,16.98167
Orci,46.40726,17.8745
Ordacsehi,46.74088,17.62355
Ordas,45.98333,18.68333
Ordas,46.6359,18.94634
Orfalu,46.88155,16.26955
Orfű,46.13333,18.15
Orgovány,46.75087,19.47259
Ormándlak,46.75742,16.75374
Ormosbánya,48.35,20.65
Orosháza,46.56667,20.66667
Oroszi,47.15556,17.41645
Oroszlány,47.48671,18.31225
Oroszló,46.2184,18.12327
Orosztony,46.62773,17.06187
Ortaháza,46.62254,16.68204
Osli,47.63772,17.07517
Ostffyasszonyfa,47.32872,17.04123
Ostoros,47.86667,20.43333
Oszkó,47.03835,16.8769
Oszlár,47.87404,21.03343
Osztopán,46.51921,17.66997
Ózd,48.21667,20.3
Ózdfalu,45.92917,18.02167
Ozmánbük,46.92302,16.67128
Ozora,46.75133,18.4001
Öcs,47.00136,17.61209
Őcsény,46.3137,18.75749
Öcsöd,46.9,20.4
Ököritófülpös,47.91862,22.5081
Ölbő,47.30109,16.86121
Ömböly,47.7,22.21667
Őr,47.97214,22.18737
Őrbottyán,47.68711,19.28239
Öregcsertő,46.51809,19.11546
Öreglak,46.60099,17.62154
Őrhalom,48.07848,19.41067
Őrimagyarósd,46.88847,16.53626
Őriszentpéter,46.84083,16.42944
Örkény,47.12991,19.43324
Örményes,47.2,20.58333
Örménykút,46.85,20.78333
Őrtilos,46.2843,16.92724
Örvényes,46.91502,17.81576
Ősagárd,47.85853,19.19344
Ősi,47.14722,18.18833
Öskü,47.16003,18.07327
Öttevény,47.71946,17.48474
Öttömös,46.28157,19.68204
Ötvöskónyi,46.28741,17.36003
Pácin,48.3348,21.83608
Pacsa,46.85,16.58333
Pacsa,46.71981,17.01401
Pácsony,47.01645,16.85565
Padár,46.8519,17.0159
Páhi,46.71287,19.38687
Páka,46.59266,16.64617
Páka,46.78333,19.86667
Pakod,46.95867,17.00578
Pákozd,47.21369,18.53306
Paks,46.6221,18.85569
Palé,46.26015,18.07001
Pálfa,46.71221,18.60883
Pálfiszeg,46.78193,16.72951
Pálháza,48.46667,21.51667
Páli,47.47544,17.16545
Palkonya,45.8967,18.38979
Pálmajor,47.16667,21.18333
Pálmajor,46.86667,20.55
Pálmajor,47.7,17.46667
Pálmajor,47.16468,18.64814
Pálmajor,47.16688,18.30928
Pálmajor,47.1,17.6
Pálmajor,46.92304,18.39648
Pálmajor,46.66213,17.46098
Pálmajor,46.38333,17.56667
Pálmajor,48.09572,19.54134
Pálmajor,46.93333,16.75
Pálmajor,46.5,17.65
Pálmonostora,46.62417,19.95156
Pálosvörösmart,47.81547,19.99722
Palotabozsok,46.12691,18.64202
Palotás,47.26667,20.25
Palotás,47.79528,19.59618
Paloznak,46.98389,17.9402
Pamlény,48.5,20.93333
Pamuk,46.55325,17.6384
Pánd,47.35333,19.63571
Pankasz,46.83768,16.49864
Pannonhalma,47.54946,17.75535
Pannonhalma,47.53333,17.78333
Pányok,48.52981,21.34771
Panyola,48.04415,22.39291
Pap,48.21635,22.14511
Pápa,47.33004,17.4674
Pápadereske,47.29269,17.40085
Pápakovácsi,47.26438,17.48772
Pápasalamon,47.22832,17.42384
Pápateszér,47.3813,17.70161
Papkeszi,47.08333,18.08333
Pápoc,47.41289,17.13175
Papos,47.98333,22.25
Páprád,45.8925,18.00972
Parád,47.92323,20.02972
Parádsasvár,47.9126,19.97709
Parasznya,48.16667,20.65
Pári,46.57858,18.25708
Paszab,48.15,21.68333
Pásztó,47.92019,19.69829
Pásztori,47.55609,17.27105
Pat,46.43935,17.18358
Patak,48.06667,20.18333
Patak,48.02294,19.14523
Patak,46.55,18.03333
Patalom,46.44845,17.92287
Patapoklosi,46.07543,17.74302
Patca,46.28482,17.7236
Pátka,47.27853,18.48776
Patosfa,46.13036,17.66645
Pátroha,48.16667,22
Patvarc,48.06506,19.34684
Páty,47.51709,18.82851
Pátyod,47.8687,22.6187
Pázmánd,47.28755,18.65356
Pázmándfalu,47.5702,17.78558
Pécel,47.48962,19.34162
Pecöl,47.20517,16.8211
Pécs,46.0725,18.23083
Pécsbagota,45.99028,18.07333
Pécsdevecser,45.95933,18.38437
Pécsely,46.95657,17.79009
Pécsudvard,46.01108,18.27335
Pécsvárad,46.16033,18.42321
Pellérd,46.03438,18.15403
Pély,47.48333,20.35
Penc,47.80262,19.24906
Penészlek,47.63333,22.15
Pénzesgyőr,47.22889,17.7915
Penyige,47.99623,22.56387
Pér,47.61153,17.80632
Perbál,47.58957,18.76099
Pere,48.28469,21.11808
Perecse,48.5,21
Pereked,46.09372,18.37648
Perenye,47.29149,16.5757
Peresznye,47.42384,16.65114
Pereszteg,47.59205,16.73437
Perkáta,47.04701,18.78734
Perkupa,48.46667,20.7
Perőcsény,47.99348,18.85735
Peterd,45.97289,18.36028
Péterhida,46.01022,17.35926
Péteri,47.39104,19.40981
Pétervására,48.01667,20.1
Pétfürdő,47.16667,18.11667
Pethőhenye,46.8795,16.91107
Petneháza,48.06084,22.07485
Petőfibánya,47.7696,19.69988
Petőfiszállás,46.62175,19.8621
Petőháza,47.59744,16.89354
Petőmihályfa,46.98088,16.78661
Petrikeresztúr,46.7412,16.72642
Petrivente,46.4401,16.84195
Pettend,47.26356,18.71633
Pettend,46,17.7
Piliny,48.14096,19.59895
Pilis,48.33333,20.7
Pilis,47.28904,19.54848
Pilis,47.7,18.95
Pilis,47.68333,18.88333
Pilisborosjenő,47.60744,18.99322
Piliscsaba,47.63417,18.82886
Piliscsév,47.67924,18.81872
Pilisjászfalu,47.65533,18.78937
Pilismarót,47.78464,18.87539
Pilisvörösvár,47.61386,18.90893
Pilisszántó,47.66909,18.88762
Pilisszentiván,47.60964,18.8994
Pilisszentkereszt,47.69143,18.90503
Pilisszentlászló,47.71667,19
Pincehely,46.68095,18.43935
Pinkamindszent,47.03813,16.48312
Pinnye,47.58492,16.7691
Piricse,47.77271,22.15435
Pirtó,46.51381,19.43229
Pirtó,46.49836,19.40895
Pirtó,46.51667,19.43333
Piskó,45.81345,17.93701
Pitvaros,46.31667,20.73333
Pócsa,45.90972,18.47083
Pocsaj,47.28333,21.81667
Pócsmegyer,47.7153,19.09596
Pócspetri,47.88721,21.9931
Pogány,45.98,18.26
Pogányszentpéter,46.38478,17.06305
Pókaszepetk,46.92472,16.96833
Polány,46.55864,17.77336
Polgár,47.86667,21.11667
Polgárdi,46.48333,19.25
Polgárdi,47.06099,18.302
Pomáz,47.64227,19.02784
Porcsalma,47.88333,22.56667
Pornóapáti,47.15634,16.46456
Poroszló,47.65,20.66667
Porpác,47.24166,16.80273
Porrog,46.29136,17.03569
Porrogszentkirály,46.27796,17.04016
Porrogszentpál,46.28677,17.01534
Pórszombat,46.72897,16.57539
Porva,47.30752,17.81502
Pósfa,47.32962,16.85229
Potony,45.93114,17.64677
Potyond,47.54939,17.18175
Pölöske,46.75528,16.92405
Pölöske,47.19356,17.51405
Pölöskefő,46.60393,16.94646
Pörböly,46.20562,18.81237
Pördefölde,46.58839,16.71052
Pötréte,46.68004,16.95022
Prügy,48.08333,21.25
Pula,46.99893,17.64957
Pula,46.38333,18.11667
Pusztaapáti,46.76312,16.6099
Pusztaberki,47.9751,19.16228
Pusztacsalád,47.48573,16.90207
Pusztacsó,47.33279,16.62101
Pusztadobos,48.05823,22.22901
Pusztaederics,46.63925,16.79984
Pusztafalu,48.55,21.5
Pusztaföldvár,46.53333,20.8
Pusztahencse,46.6,18.71667
Pusztakovácsi,46.53226,17.57244
Pusztamagyaród,46.60405,16.83164
Pusztamérges,46.32852,19.685
Pusztamiske,47.06121,17.44978
Pusztamonostor,47.5559,19.79657
Pusztaottlaka,46.55,20.98333
Pusztaradvány,48.46667,21.13333
Pusztaszabolcs,47.13718,18.76704
Pusztaszemes,46.76667,17.93333
Pusztaszentlászló,46.64081,16.8421
Pusztaszer,46.55083,19.98823
Pusztavacs,47.17162,19.49924
Pusztavám,47.42948,18.22648
Pusztazámor,47.40384,18.78024
Putnok,48.3,20.43333
Püski,47.88479,17.40755
Püspökhatvan,47.7758,19.36276
Püspökladány,47.31667,21.11667
Püspökmolnári,47.09182,16.80502
Püspökszilágy,47.74042,19.31415
Rábacsanak,47.52602,17.28989
Rábacsécsény,47.58608,17.4238
Rábagyarmat,46.9409,16.4225
Rábahídvég,47.07299,16.74236
Rábakecöl,47.43248,17.11423
Rábapatona,47.63224,17.48004
Rábapaty,47.29507,16.93479
Rábapordány,47.55765,17.32749
Rábasebes,47.44027,17.24228
Rábaszentandrás,47.45914,17.32944
Rábaszentmihály,47.57751,17.43247
Rábaszentmiklós,47.53827,17.41849
Rábatamási,47.58784,17.16959
Rábatöttös,47.12948,16.80694
Rábcakapi,47.70901,17.27566
Rácalmás,47.02263,18.94056
Ráckeresztúr,47.2736,18.83343
Ráckeve,47.16095,18.94478
Rád,47.7921,19.21792
Rádfalva,45.85972,18.12583
Rádóckölked,47.07733,16.59051
Radostyán,48.17883,20.65323
Ragály,48.4,20.51667
Rajka,47.99643,17.19821
Rakaca,48.43333,20.75
Rakaca,48.46667,20.9
Rakacaszend,48.46667,20.85
Rakamaz,48.12372,21.46429
Rákóczibánya,48.03027,19.87232
Rákóczifalva,47.08333,20.23333
Rákócziújfalu,47.06667,20.26667
Ráksi,46.51733,17.91841
Ramocsa,46.77634,16.44569
Ramocsaháza,48.04289,21.98038
Rápolt,47.91921,22.55343
Raposka,46.84911,17.42485
Rásonysápberencs,48.31667,21
Rátka,48.21667,21.23333
Rátka,46.88333,17.05
Rátót,46.96492,16.42802
Ravazd,47.5142,17.75364
Recsk,47.93333,20.11667
Réde,47.4298,17.91378
Rédics,46.61417,16.4775
Regéc,48.4,21.35
Regenye,45.97002,18.16844
Regöly,46.58025,18.38823
Rém,46.24726,19.14139
Remeteszőlős,47.56031,18.92
Répáshuta,48.05,20.53333
